plate,state,license_type,summons_number,issue_date,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,summons_image,judgment_entry_date,violation_status
52630JX,NY,COM,8010068056,11/11/2016,04:46P,OBSTRUCTING TRAFFIC/INTERSECT,115.0,0.0,0.0,15.0,100.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVRVEpQUkVFeFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
30087PC,NY,IRP,8204030850,09/28/2016,10:25A,NO STANDING-BUS STOP,115.0,0.0,0.0,115.0,0.0,0.0,114.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBOUkdjeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
DTT6553,NY,PAS,8204030642,09/26/2016,12:46P,EXPIRED MUNI METER,35.0,10.0,0.0,0.0,45.0,0.0,114.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBOUkZrd1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GXZ1389,PA,PAS,7462339481,02/27/2009,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk1rMXFUWHBQVkZFMFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
END6281,NY,PAS,7462339559,02/27/2009,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk1rMXFUWHBQVkZVeFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
43214MC,NY,COM,1448645086,02/28/2019,01:19P,DOUBLE PARKING,115.0,0.0,0.0,80.0,35.0,0.0,25.0,NY,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1FOUVXVEJPVkVFMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
HHJ8406,NY,PAS,8578507393,07/18/2017,04:14P,NO STANDING-DAY/TIME LIMITS,115.0,60.0,26.02,0.0,201.02,0.0,108.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wOUVWWGRPZWswMVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",11/02/2017,
FTZ1399,NY,PAS,8754279689,09/04/2019,01:26P,INSP. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNUVTVE5QVkZrMFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
KCX7334,PA,PAS,4645833250,05/17/2018,10:29A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BOZWtreFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
EEM6537,NY,PAS,7462339870,02/28/2009,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk1rMXFUWHBQVkdjelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
C13DMN,NJ,PAS,4646073675,05/25/2018,01:46P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNXFRVE5OZWxrelRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HMJ3870,NY,PAS,4009472200,09/25/2018,05:32P,BUS LANE VIOLATION,115.0,0.0,0.0,0.0,115.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmQwOVVVVE5OYWtsM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
XDVB48,NJ,PAS,8485818222,06/06/2017,11:34A,DOUBLE PARKING-MIDTOWN COMML,115.0,0.0,0.0,0.0,115.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVaM2hQUkVsNVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
GAW1255,NY,PAS,8497064252,06/08/2017,01:07P,NO STANDING-COMM METER ZONE,115.0,0.0,0.0,0.0,115.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZRVEpPUkVreFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
78194JL,NY,COM,8513914241,06/08/2017,08:58A,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,37.0,28.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMTZhM2hPUkVrd1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
PMS0816,NY,OMT,8523518678,05/02/2017,07:35A,REG. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,0.0,65.0,0.0,48.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGhQUkZrelQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
HBX4692,NY,PAS,4009472212,09/25/2018,05:32P,BUS LANE VIOLATION,115.0,0.0,0.0,0.0,115.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmQwOVVVVE5OYWtsNFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
20207ML,NY,COM,8512842787,06/06/2018,11:51A,EXPIRED MUNI MTR-COMM MTR ZN,65.0,0.0,0.0,65.0,0.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMXFaekJOYW1NMFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
0L2571K,NJ,PAS,8501293982,11/12/2018,02:33P,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,115.0,0.0,0.0,17.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmQwMVVTVFZOZW1zMFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
76130JY,NY,COM,8511810286,03/28/2017,11:19A,NO STOPPING-DAY/TIME LIMITS,115.0,0.0,0.0,23.0,92.0,0.0,26.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaM2hOUkVrMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
HCY1E,FL,PAS,8511810237,03/28/2017,11:06A,NO PARKING-STREET CLEANING,45.0,0.0,0.0,0.0,45.0,0.0,26.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaM2hOUkVsNlRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HLC9328,NY,PAS,4646073687,05/25/2018,01:46P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNXFRVE5OZWxrMFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
XBHV67,NJ,PAS,8307520381,08/02/2016,03:17P,DOUBLE PARKING,115.0,0.0,0.0,0.0,115.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSTmQwNTZWWGxOUkUwMFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
ZVT41E,NJ,PAS,8204031099,09/29/2016,08:41A,NO PARKING-DAY/TIME LIMITS,60.0,0.0,0.0,0.0,60.0,0.0,108.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBOVkVFMVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
EXM4937,NY,PAS,8204030990,09/29/2016,07:26A,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,114.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBOUkdzMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HXU8269,NY,PAS,4009472224,09/25/2018,05:33P,BUS LANE VIOLATION,115.0,0.0,0.0,0.0,115.0,0.0,0.0,MN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmQwOVVVVE5OYWtsNVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
6E84C,NY,OMT,8010068410,11/14/2016,04:02P,OBSTRUCTING TRAFFIC/INTERSECT,115.0,0.0,0.0,0.0,115.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVRVEpQUkZGNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
D39FZJ,NJ,PAS,8010068317,11/12/2016,04:12P,NO STANDING-BUS STOP,115.0,0.0,0.0,0.0,115.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVRVEpQUkUxNFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
T32GBE,NJ,PAS,7499594828,07/30/2016,03:27P,NO STANDING-BUS STOP,115.0,60.0,1.03,0.3,175.73,0.0,34.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk5VOVVWVFZPUkdkNVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11/23/2016,
FTZ1399,NY,PAS,8754279690,09/04/2019,01:27P,NO PARKING-DAY/TIME LIMITS,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNUVTVE5QVkZrMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
99377MD,NY,COM,8485818260,06/07/2017,07:49A,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,23.0,92.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVaM2hQUkVreVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
93171,MA,APP,8497064276,06/08/2017,01:24P,UNAUTHORIZED BUS LAYOVER,115.0,0.0,0.0,115.0,0.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZRVEpPUkVrelRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
64277MG,NY,COM,8513914307,06/08/2017,09:31A,INSP. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMTZhM2hPUkUxM1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
51569MG,NY,COM,8529700880,03/03/2017,01:10P,DOUBLE PARKING,115.0,0.0,0.0,115.0,0.0,0.0,45.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2ROUkdjMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
38936MD,NY,COM,1448627011,10/31/2018,11:13A,DOUBLE PARKING,115.0,30.0,0.0,145.0,0.0,0.0,19.0,NY,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1FOUVXWGxPZWtGNFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
CMV1431,NY,PAS,4654855452,03/28/2019,10:10A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,ST,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VNUVaekZPVkZFeFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
76255JY,NY,COM,8511810328,03/28/2017,12:29P,NO STOPPING-DAY/TIME LIMITS,115.0,0.0,0.0,23.0,92.0,0.0,24.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaM2hOUkUxNVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
12567JY,NY,COM,8511810389,03/29/2017,09:33A,FAIL TO DISP. MUNI METER RECPT,65.0,0.0,0.0,37.0,28.0,0.0,20.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaM2hOUkUwMFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
86611MB,NY,COM,8511810407,03/29/2017,10:12A,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,15.0,20.0,0.0,24.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaM2hOUkZGM1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
58708MC,NY,COM,8307521300,08/08/2016,02:48P,DOUBLE PARKING-MIDTOWN COMML,115.0,10.0,0.0,0.0,125.0,0.0,13.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSTmQwNTZWWGxOVkUxM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
2240652,IN,PAS,8307520733,08/04/2016,04:10P,DOUBLE PARKING-MIDTOWN COMML,115.0,0.0,0.0,115.0,0.0,0.0,13.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSTmQwNTZWWGxOUkdONlRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
GPW1763,NY,PAS,8204031592,09/30/2016,08:43A,NO PARKING-STREET CLEANING,45.0,0.0,0.0,0.0,45.0,0.0,109.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBOVkZVMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
ERR8111,NY,PAS,8074039419,08/02/2016,11:28A,NO PARKING-STREET CLEANING,65.0,60.0,0.03,0.03,125.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRWHBQVkZGNFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11/17/2016,
FWF6958,NY,PAS,8204031373,09/29/2016,05:13P,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,108.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBOVkUwelRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
DUW3756,NY,PAS,8204031385,09/29/2016,05:45P,REG. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,0.0,65.0,0.0,114.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBOVkUwMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
50100MH,NY,COM,8204031178,09/29/2016,09:14A,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,35.0,0.0,0.0,108.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBOVkVVelQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
31490MG,NY,COM,7922559150,10/24/2016,03:08P,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,23.0,92.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wcmVVMXFWVEZQVkVVeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
25878MB,NY,COM,8010068457,11/14/2016,04:27P,OBSTRUCTING TRAFFIC/INTERSECT,115.0,0.0,0.0,0.0,115.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVRVEpQUkZFeFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING PENDING
T667344C,NY,OMT,8010068482,11/14/2016,04:45P,OBSTRUCTING TRAFFIC/INTERSECT,115.0,0.0,0.0,0.0,115.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVRVEpQUkZFMFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
9BW1253,MD,PAS,4645833285,05/17/2018,10:43A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BOZWtrMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GZV8359,PA,PAS,5103350993,09/09/2018,03:37P,FAILURE TO STOP AT RED LIGHT,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmQwMTZUVEZOUkdzMVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GGF5962,NY,PAS,7738751812,03/27/2015,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wamVrOUVZekZOVkdkNFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
AN37686,CT,PAS,4646073717,05/25/2018,01:47P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNXFRVE5OZW1ONFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
85023JY,NY,COM,8754356118,09/04/2019,01:05P,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,0.0,65.0,0.0,13.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNUVUVEZPYWtWNFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
2221581,IN,PAS,7922559136,10/24/2016,02:11P,NO STANDING-BUS STOP,115.0,10.0,0.0,125.0,0.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wcmVVMXFWVEZQVkVWNlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
CBWL949,ON,PAS,8499184820,02/16/2018,02:46P,NO STANDING-HOTEL LOADING,115.0,10.0,0.0,0.0,125.0,0.0,17.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VOVVSVFJPUkdkNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
TAIL1,NY,ORC,8477139179,09/14/2017,07:25A,OBSTRUCTING TRAFFIC/INTERSECT,115.0,0.0,0.0,0.0,115.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wNTZSWHBQVkVVelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
EHN9296,NY,PAS,4651736889,01/03/2019,07:43A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMVVZM3BPYW1jMFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
XDSC82,NJ,PAS,8513914400,06/08/2017,10:13A,FAIL TO DISP. MUNI METER RECPT,65.0,0.0,0.0,25.0,40.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMTZhM2hPUkZGM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
GHR2956,NY,PAS,8523518850,05/02/2017,09:44A,REG. STICKER-EXPIRED/MISSING,65.0,10.0,0.0,10.0,65.0,0.0,48.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGhQUkdjeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
29097ML,NY,COM,1448627163,02/25/2019,04:20P,DOUBLE PARKING,115.0,0.0,0.0,80.0,35.0,0.0,19.0,NY,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1FOUVXWGxPZWtVeVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
51183MJ,NY,COM,8485818301,06/07/2017,09:06A,FAIL TO DISP. MUNI METER RECPT,65.0,0.0,0.0,37.0,28.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVaM2hQUkUxM1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
15663MH,NY,COM,8204032146,10/01/2016,02:10P,NO STOPPING-DAY/TIME LIMITS,115.0,0.0,0.0,23.0,92.0,0.0,115.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBOYWtVd1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
AMA2598,NY,PAS,8204031830,09/30/2016,11:15A,NO PARKING-STREET CLEANING,45.0,0.0,0.0,0.0,45.0,0.0,109.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBOVkdkNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
T702879C,NY,OMT,7922559215,10/25/2016,05:09P,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wcmVVMXFWVEZQVkVsNFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
EVD3406,NY,PAS,7025503101,06/05/2016,06:03A,NO STANDING-DAY/TIME LIMITS,115.0,60.0,2.29,0.02,177.27,0.0,42.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wQmVVNVVWWGROZWtWM1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09/22/2016,
51106PC,NY,IRP,8204031970,10/01/2016,12:25P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,0.0,35.0,0.0,115.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBOVkdzelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HHA7682,NY,PAS,8204032092,10/01/2016,01:39P,EXPIRED MUNI METER,35.0,0.0,0.0,0.0,35.0,0.0,115.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBOYWtFMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GVP8278,NY,PAS,8204032158,10/01/2016,02:39P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,35.0,0.0,0.0,115.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBOYWtVeFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
GSY1289,NY,PAS,8204032109,10/01/2016,01:43P,REG. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,0.0,65.0,0.0,115.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBOYWtWM1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
HCJ2173,NY,PAS,8204031804,09/30/2016,11:09A,NO PARKING-STREET CLEANING,45.0,0.0,0.0,0.0,45.0,0.0,109.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBOVkdkM1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HTZ9871,NY,PAS,4646073729,05/25/2018,01:47P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNXFRVE5OZW1ONVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GAC4181,NY,PAS,4009472261,09/25/2018,05:35P,BUS LANE VIOLATION,115.0,0.0,0.0,0.0,115.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmQwOVVVVE5OYWtreVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
